"","x"
"1",0.335
"2",0.335
"3",0.365227272727273
"4",0.371653543307087
"5",0.371653543307087
"6",0.371653543307087
"7",0.371272727272727
"8",0.371272727272727
"9",0.388918918918919
"10",0.391424242424243
"11",0.391424242424243
"12",0.391424242424243
"13",0.391424242424243
"14",0.37779702970297
"15",0.391304347826087
"16",0.397846153846154
"17",0.335
"18",0.335
"19",0.335
"20",0.335
"21",0.335
"22",0.335
"23",0.335
"24",0.357931034482759
"25",0.424519230769231
"26",0.43
"27",0.321288659793814
"28",0.321288659793814
"29",0.321288659793814
"30",0.321288659793814
"31",0.321288659793814
"32",0.321288659793814
"33",0.335
"34",0.335
"35",0.26375
"36",0.26375
"37",0.26375
"38",0.291630434782609
"39",0.316355140186916
"40",0.316355140186916
"41",0.330920245398773
"42",0.349777777777778
"43",0.349777777777778
"44",0.311869565217391
"45",0.311869565217391
"46",0.311869565217391
"47",0.312457627118644
"48",0.312457627118644
"49",0.335
"50",0.335
"51",0.519722222222222
"52",0.519722222222222
"53",0.421739130434783
"54",0.431979166666667
"55",0.431979166666667
"56",0.431979166666667
"57",0.392251655629139
"58",0.392251655629139
"59",0.392251655629139
"60",0.392251655629139
"61",0.380194174757282
"62",0.380194174757282
"63",0.36863813229572
"64",0.376410256410256
"65",0.335
"66",0.316
"67",0.316
"68",0.327849462365591
"69",0.330596026490066
"70",0.312457627118644
"71",0.322452830188679
"72",0.322452830188679
"73",0.322452830188679
"74",0.32679012345679
"75",0.32679012345679
"76",0.32679012345679
"77",0.309423076923077
"78",0.306313725490196
"79",0.305112359550562
"80",0.286233333333333
"81",0.335
"82",0.4775
"83",0.4775
"84",0.4775
"85",0.4775
"86",0.4775
"87",0.2875
"88",0.2875
"89",0.2875
"90",0.296634615384615
"91",0.303758389261745
"92",0.321960784313725
"93",0.301414141414141
"94",0.301414141414141
"95",0.301414141414141
"96",0.301414141414141
"97",0.335
"98",0.390416666666667
"99",0.390416666666667
"100",0.335
"101",0.335
"102",0.350113636363636
"103",0.350113636363636
"104",0.3445
"105",0.3445
"106",0.34320987654321
"107",0.373365384615385
"108",0.373365384615385
"109",0.3825
"110",0.3825
"111",0.3825
"112",0.3825
"113",0.335
"114",0.3616
"115",0.3616
"116",0.302079207920792
"117",0.33014598540146
"118",0.348571428571429
"119",0.348571428571429
"120",0.3884375
"121",0.3884375
"122",0.3884375
"123",0.38294670846395
"124",0.38294670846395
"125",0.38294670846395
"126",0.343250620347395
"127",0.351438202247191
"128",0.349270386266094
"129",0.335
"130",0.31125
"131",0.31125
"132",0.31125
"133",0.328899082568807
